"","id.new","date.col","RM","features","Provenance","NEW.TLS","WT","vat.cum","year","Wr","hatch","Sr","Ba","Mn","P","Cu","Mg"
"105","OTEL01",2021-11-06,NA,"Bright Angel Upper",NA,355,538,0,"2021",111.971204650568,2019,0.407971654238994,0.0474416860483622,0.00257975033602148,62135.0415497366,0.00634303822285379,0.0553126298683196
"106","OTEL02",2021-11-06,NA,"Bright Angel Upper",NA,338,473,0,"2021",113.832875850559,2018,0.373159100770438,0.0719860492358193,0.00480659407162798,78279.1694294814,0.00407780529255361,0.061282228419441
"107","OTEL03",2021-11-06,NA,"Bright Angel Upper",NA,400,836,0,"2021",122.210551264312,2019,0.345361043726138,0.0351826021143046,0.00318343040971554,119352.401941635,0.000578812752853052,0.0287951385841928
"108","OTEL04",2021-11-07,NA,"Bright Angel Upper",NA,301,268,0,"2021",90.9029478676107,2018,0.389309664782608,0.0452400324423023,0.00312801357841453,61753.8496216933,0.00455926303298606,0.0545831957696502
"109","OTEL06",2021-11-07,NA,"Bright Angel Upper",NA,331,370,0,"2021",94.7350879167686,2019,0.367700094011034,0.0658887375382858,0.0038547008969001,80363.7178780536,0.00251384455950354,0.0493546303915366
"110","OTEL07",2021-11-07,NA,"Bright Angel Upper",NA,310,270,48.5,"2021",83.9330781015146,2019,0.454272419687389,0.069908298993966,0.00396336786022555,53217.7971508871,0.00237188518386208,0.0985148301639905
"111","OTEL08",2021-11-12,NA,"Bright Angel Upper",NA,299,262,7.5,"2021",90.6388890681333,2019,0.400131047122145,0.106606463128375,0.00504194357124951,57004.0473097369,0.0153780572148386,0.0768460706694836
"112","OTEL10",2021-11-12,NA,"Bright Angel Upper",NA,305,NA,58.5,"2021",NA,2019,0.447384301014081,0.0497969241314903,0.00458424897011625,21121.8357107905,0.0010904373384096,0.032853414516272
"113","OTEL11",2021-11-13,NA,"Bright Angel Upper",NA,314,300,9.5,"2021",89.786180363031,2019,0.389539816478064,0.0596033064786948,0.00386349340486457,89510.0382013442,0.00190336080192476,0.0358930473078448
"114","OTEL12",2021-11-14,NA,"Bright Angel Upper",NA,315,290,44.5,"2021",85.9802609134659,2019,0.255893370175588,0.0221781364381919,0.00667036431521051,96463.8049089917,0.00436785019096495,0.661199822099424
"115","OTEL14",2021-11-15,NA,"Bright Angel Upper",NA,294,282,14,"2021",102.551262263655,2019,0.356124838271504,0.0381354629448334,0.0057307531245512,41328.6752536132,0.00738703971493334,0.0781768543698868
"116","OTEL15",2021-11-15,NA,"Bright Angel Above Barrier","Bright Angel",283,197,0,"2021",80.2007402840348,2019,0.466313719460827,0.0640520717772491,0.00441378726557601,66831.0625797074,0.00153035511343056,0.0362847783039726
"117","OTEL16",2021-11-15,NA,"Bright Angel Upper",NA,295,240,0,"2021",86.4048408127833,2019,0.39518613623594,0.0588389780011127,0.00410139332098853,57108.8417567042,0.00862808325264755,0.0666795053241235
"118","OTEL18",2021-11-18,NA,"Bright Angel Upper",NA,304,226,0,"2021",74.4393601854358,2019,0.429764456737948,0.0710521649240139,0.0056887833386649,43184.2782651335,0.00408273730513279,0.0671608896081573
"119","OTEL19",2021-11-18,NA,"Bright Angel Upper",NA,526,1410,0,"2021",91.6434246208594,2016,0.401543894359298,0.0457654729838034,0.00357371846951931,78506.4891757415,0.00318459720248447,0.0668799321433992
"120","OTEL20",2021-11-19,NA,"Bright Angel Upper",NA,310,317,53,"2021",98.5436509562227,2019,0.547662811462647,0.0667713784778835,0.00483361025457663,55734.2896489318,0.00758565708333569,0.0625690859742276
"121","OTEL21",2021-11-19,NA,"Bright Angel Upper",NA,310,292,0,"2021",90.7720696505269,2019,0.451139421443046,0.0545487961378938,0.00252925000980197,38954.5980113893,0.00381535397577079,0.0430870653592389
"122","OTEL22",2021-11-19,NA,"Bright Angel Upper",NA,324,290,0,"2021",79.1015088509825,2019,0.418418237935832,0.0542948908558714,0.00444348728967653,39180.708510316,0.00103253159071477,0.0333260569125653
"123","OTEL23",2021-11-19,NA,"Bright Angel Upper",NA,310,230,0,"2021",71.4985480124013,2019,0.41411816093761,0.0580331744792736,0.00467446073115813,72814.7811052935,0.0040103118075401,0.0600180297151485
"124","OTEL24",2021-11-19,NA,"Bright Angel Upper",NA,309,294,0,"2021",92.2720631545226,2019,0.464738308890251,0.0856597146583905,0.00479027368077382,94499.7492484759,0.0066158733437769,0.079619466377133
"125","OTEL25",2021-11-20,NA,"Bright Angel Upper",NA,298,292,51.5,"2021",102.024085300037,2019,0.431102710298912,0.0598218472630151,0.00482992960183077,39087.2234806514,0.00135793202772434,0.0415908242899333
"126","OTEL26",2021-11-22,NA,"Bright Angel Upper",NA,328,337,0,"2021",88.6427709409168,2019,0.336441624381813,0.0511947585301555,0.00273199345327827,58353.9595851836,0.00243118347309613,0.0443993422725747
"127","OTEL27",2021-11-22,NA,"Bright Angel Upper",NA,307,273,8,"2021",87.3439957094503,2019,0.42545052034588,0.0732433763844659,0.00520392538900484,62477.9302737627,0.00813328437992782,0.0797992384626651
"128","OTEL29",2021-11-22,NA,"Bright Angel Upper",NA,306,267,0,"2021",86.2533236473984,2019,0.390028504627211,0.0571675843214971,0.00360079267862269,80019.0476044621,0.00378367644015272,0.0546319136720431
"129","OTEL30",2021-11-22,NA,"Bright Angel Upper",NA,390,559,95.5,"2021",88.076606036883,2017,0.474171290106504,0.0674752227847567,0.00241785593710258,35820.4345119404,0.0022062298637762,0.044588841952578
"130","OTEL31",2021-11-24,NA,"Bright Angel Upper",NA,300,264,51,"2021",90.4325990861322,2019,0.390481325433547,0.0436881855973436,0.00591547847560703,85259.8441022938,0.00716077350921055,0.0872913057998152
"131","OTEL32",2021-11-27,NA,"Bright Angel Upper",NA,388,453,67,"2021",72.4696717599857,2018,0.446764115975688,0.0651056495352005,0.00288122645005888,46095.1680958327,0.000773295315362427,0.0292042639058146
"132","OTEL33",2021-12-02,NA,"Bright Angel Upper",NA,448,750,0,"2021",78.3931908492641,2017,3.48160648052582,0.0106273330689743,0.0035660416156155,44950.7471943061,0.00349358698706681,0.0474925930188646
"133","OTEL34",2021-12-03,NA,"Bright Angel Upper",NA,346,376,0,"2021",84.435016483828,2019,0.461827151420789,0.0535167544091905,0.0058094443341887,89232.1982188766,0.000570551673253885,0.039265150774797
"134","OTEL35",2021-12-04,NA,"Bright Angel Upper",NA,353,413,46,"2021",87.4051301256402,2019,0.526555539406632,0.0940650155187982,0.0082558154716281,48602.9172310954,0.00318637337145718,0.0518371104005929
"135","OTEL36",2021-12-04,NA,"Bright Angel Upper",NA,357,415,12,"2021",84.9474168486798,2018,0.412718056428627,0.0568288032641419,0.00452810190730986,88247.5648759036,0.00127758146667844,0.0462645245049248
"136","OTEL37",2021-12-17,NA,"Bright Angel Upper",NA,462,712,36,"2021",67.9422219914582,2017,0.435161364959039,0.0610009418968818,0.00713875653650027,68665.9559053073,0.00414012153658474,0.0509617362983232
"137","OTEL38",2021-12-17,NA,"Bright Angel Upper",NA,427,659,0,"2021",79.3997078627517,2018,0.413203354987062,0.053752747839502,0.00321458981266414,53349.500781013,0.00168927996801485,0.0439636255566787
"138","OTEL39",2021-12-19,NA,"Bright Angel Upper",NA,357,373,0,"2021",76.3503288784519,2018,0.388838726160091,0.0402925557309988,0.0031064735183456,55211.5013980715,0.00270181866944739,0.0452318176415401
"139","OTEL41",2021-12-21,NA,"Bright Angel Lower",NA,478,1104,13,"2021",95.2494550044557,2018,0.36435497840894,0.0459443595815703,0.00435896573349042,75386.8702085125,0.00161795973001225,0.0532566527956597
"140","OTEL42",2021-12-23,NA,"Bright Angel Lower",NA,327,366,36,"2021",97.1448400451121,2019,0.495335355942127,0.116131182737866,0.00436034475178723,30540.5216101341,0.000355352117775091,0.061780499896001
"141","OTEL43",2021-12-25,NA,"Bright Angel Lower",NA,307,292,0,"2021",93.422881857727,2019,0.475924601705354,0.0503869849324603,0.00302113988381287,49202.7259154503,0.000926911790840073,0.0426887841512452
"142","OTEL44",2021-12-25,NA,"Bright Angel Upper",NA,254,152,0,"2021",85.2188730572982,2020,0.465875683278415,0.050531530927139,0.00365821805917219,54288.7264949206,0.0004580181647579,0.0355924723530657
"143","OTEL45",2021-12-25,NA,"Bright Angel Lower",NA,510,1067,0,"2021",75.9900443845402,2017,0.479447408446297,0.0760881208939653,0.00308466549813944,50928.3133075511,0.00145738935763192,0.0428407633650103
"144","OTEL46",2021-12-25,NA,"Bright Angel Lower",NA,467,863,32,"2021",79.7687578352651,2018,0.416156175148458,0.0521442829263964,0.00418190411383376,59681.7532262343,0.000706684819414288,0.0365376637628255
"145","OTEL47",2021-12-26,NA,"Bright Angel Lower",NA,420,639,54,"2021",80.8505462699953,2019,4.20186500619592,0.00704301046898038,0.000659314518300558,58895.2121859661,0.00198486086108947,0.0596972654656576
"146","OTEL48",2021-12-25,NA,"Bright Angel Lower",NA,350,373,92,"2021",80.95942602994,2019,5.14263374875524,0.0206758393018224,0.00317938411625455,39316.9486422393,0.000966252820098014,0.0810160154230162
"147","OTEL49",2021-12-26,NA,"Bright Angel Lower",NA,303,242,0,"2021",80.4906038650826,2018,0.329768958490721,0.0454432377541656,0.00345833262770057,40702.6184184413,0.000524678269051757,0.0390841617008365
"148","OTEL51",2021-12-30,NA,"Bright Angel Upper",NA,331,360,71,"2021",92.1746801352343,2019,0.430555971221815,0.0614507010814235,0.00313904907071186,46500.0790971673,0.000654044736929521,0.0363298979243046
"149","OTEL52",2021-12-30,NA,"Bright Angel Upper",NA,355,351,45,"2021",73.0518454132887,2018,0.379172674717127,0.0388807896618854,0.00424215235670806,47449.4233679549,0.000417778882377125,0.0319201889748785
"150","OTEL53",2021-12-30,NA,"Bright Angel Upper",NA,322,321,0,"2021",89.1767523651551,2019,0.544108583370644,0.0400458036607517,0.0031178012675143,55906.9967768145,0.00117935835291719,0.0610819643091105
"151","OTEL54",2022-01-05,NA,"Bright Angel Upper",NA,394,480,65.5,"2022",73.3791067538541,2019,4.04445750521828,0.0166727075412283,0.00132609573423756,64479.1961717914,0.00190587254179797,0.0556742943552572
"152","OTEL55",2022-01-05,NA,"Bright Angel Upper",NA,437,713,0,"2022",80.2166417546187,2018,4.59516120616758,0.0201686114944761,0.00426748021804348,74561.4445469381,0.00441532842648827,0.0459583753287499
"153","OTEL56",2022-01-06,NA,"Bright Angel Upper",NA,534,1179,0,"2022",73.2810501421262,2017,0.450316528385768,0.0566869704945677,0.00381471355628799,66253.5283490927,0.00202789702924906,0.0373133367809739
"154","OTEL57",2022-01-08,NA,"Bright Angel Lower",NA,348,340,0,"2022",75.0592732246353,2019,0.471363411848015,0.0327912751257039,0.00259005648341647,57723.5057279718,0.000549939811055633,0.031151362142728
"155","OTEL58",2022-01-08,NA,"Bright Angel Lower",NA,312,318,0,"2022",96.9905722474182,2019,3.29685422506959,0.0194207369958028,0.00568729892466833,62811.1750383191,0.000620889957395402,0.030347361745838
"156","OTEL59",2022-01-16,NA,"Bright Angel Upper",NA,499,1105,88.5,"2022",83.943034167874,2017,0.5819956221159,0.0956235802612327,0.00401010822564736,66901.150743916,0.00137621150803089,0.0407796396910601
"157","OTEL60",2022-01-19,NA,"Bright Angel Upper",NA,295,257,0,"2022",92.5251837036888,2020,0.480270705410436,0.0831875659004702,0.00509318149380595,64111.3115147053,0.00408472709989887,0.0474824283609415
"158","OTEL61",2022-01-21,NA,"Bright Angel Upper",NA,313,247,0,"2022",74.6252354054166,2019,0.433276465851925,0.0872555350812685,0.0135143992292015,64543.7127359149,0.00146243561652352,0.0552692392303715
"159","OTEL62",2022-01-22,NA,"Bright Angel Lower",NA,397,513,15.5,"2022",76.6827122003451,2018,0.442209854442155,0.0600627745569416,0.00668293219073042,38157.6832540381,0.00158972325935558,0.0328916245886854
"160","OTEL63",2022-01-22,NA,"Bright Angel Lower",NA,335,397,89,"2022",98.0974860729334,2019,4.23061367437179,0.0217461793982374,0.004503323100069,105611.891868618,0.00157065751336104,0.0318859870711934
"161","TBA01",2021-10-27,NA,"Bright Angel Above Barrier","Bright Angel",495,1306,0,"2021",101.604229805649,2017,0.35394085024148,0.0593960535369068,0.00233097823077885,42582.0886450445,0.00175235287394474,0.0400906591689327
"162","TBA02",2021-10-27,NA,"Bright Angel Above Barrier","Bright Angel",501,1376,26,"2021",103.299629850588,2017,0.33027367979771,0.0503688922420467,0.00309132231474107,111851.815030039,0.00401242361779164,0.0417967116177016
"163","TBA03",2021-10-27,NA,"Bright Angel Above Barrier","Bright Angel",322,NA,17,"2021",NA,2019,0.367309096906321,0.0580781619642327,0.00345845881230766,43121.1251779268,0.00202802084415212,0.0444521464772725
"164","TBA04",2021-10-27,NA,"Bright Angel Above Barrier","Bright Angel",336,468,27.5,"2021",114.625592090094,2019,0.416539790176849,0.0677399743233341,0.00240480102528433,36564.1202582009,0.00194550133973034,0.0448632089630624
"165","TBA05",2021-10-27,NA,"Bright Angel Above Barrier","Bright Angel",288,265,27.5,"2021",102.433994840267,2019,0.323036050949494,0.0442345111622211,0.00294319371191671,37250.039723978,0.00511281209122623,0.0479949429754227
"166","TBA07",2021-11-14,NA,"Bright Angel Above Barrier","Bright Angel",414,846,0,"2021",111.699017557945,2017,0.397496017597285,0.0563595692840782,0.00581331410828615,52471.0097138827,0.0010843417376046,0.0431267516361804
"167","TBA08",2021-11-14,NA,"Bright Angel Above Barrier","Bright Angel",425,860,15,"2021",105.067214433768,2017,0.393773132894367,0.0421669324260339,0.00293375224486243,213996.630863656,0.00343025943973472,0.0918245420383313
"168","TBA09",2021-11-23,NA,"Bright Angel Above Barrier","Bright Angel",255,158,37,"2021",87.5584677391038,2020,0.4273076625726,0.0549704128218797,0.00457139777628651,64425.5804123854,0.00222004625725458,0.0432068825326545
"169","TBA10",2021-11-25,NA,"Bright Angel Above Barrier","Bright Angel",607,2695,0,"2021",114.635794150753,2013,0.429981694119742,0.0723679864314649,0.00554593298208012,83952.9334513136,0.00289184421577134,0.0613609752531995
"170","TBA12",2021-11-25,NA,"Bright Angel Above Barrier","Bright Angel",537,1722,46.5,"2021",105.271124349431,2017,0.359164531138665,0.0587329866564258,0.00453634572064804,77494.8472026505,0.00871168497281133,0.117075547974106
"171","TBA13",2021-11-25,NA,"Bright Angel Above Barrier","Bright Angel",348,503,34,"2021",111.043571858799,2018,0.365757497764796,0.0528002418919089,0.00355588409287308,49638.005710614,0.00376327292119247,0.0706480417432138
"172","TBA14",2021-12-09,NA,"Bright Angel Above Barrier","Bright Angel",406,602,36,"2021",84.2091787405821,2017,0.44196387476723,0.0595833654397429,0.00401061789529655,54673.8610402067,0.00152332764697972,0.0426861677052621
"173","VRT32",2012-11-13,NA,"Bright Angel Lower",NA,630,2931,0,"2012",111.67804225622,2003,4.16749626010312,0.0287483976079991,0.00237096344813282,162741.203382191,0.000648100424877865,0.0222664741257574
"174","VRT35",2012-01-14,NA,"Bright Angel Lower",NA,375,422,0,"2012",74.6758025105155,2008,0.347348982704165,0.0472689760134131,0.00584715615634799,189633.758739668,0.000800487684612621,0.0532757863452214
"175","VRT36",2012-01-25,NA,"Bright Angel Upper",NA,522,NA,0,"2012",NA,2006,0.44299018208538,0.0534928818165719,0.00291065439283319,238043.222271003,0.000773476751174749,0.0543107018442829
"176","VRT37",2013-02-09,NA,"Bright Angel Lower",NA,640,NA,0,"2013",NA,2003,0.452520380295115,0.0730886310478882,0.007597269514393,139986.220894965,0.000874798587598266,0.0469934743361992
"177","VRT38",2012-01-13,NA,"Bright Angel Lower",NA,525,1630,0,"2012",106.540827673147,2006,0.366605503368884,0.0646963784377798,0.00599456099350922,126201.023465172,0.000660294598354248,0.0389544821245567
"178","VRT39",2011-12-19,NA,"Bright Angel Lower",NA,568,2025,0,"2011",104.846503978493,2004,0.426046827989817,0.0465661165389526,0.00656950359046869,105398.151307233,0.000649472278088251,0.0523649241246548
"179","VRT41",2012-01-02,NA,"Bright Angel Lower",NA,442,870,0,"2012",94.6388240692122,2008,0.374825468385814,0.0461974102830374,0.00408151538958445,157308.204371601,0.000609161888510467,0.0400900009750041
"180","VRT42",2012-10-06,NA,"Bright Angel Lower",NA,509,1025,0,"2012",73.4242010734116,2007,0.72704264554164,0.0823462557340288,0.00531925979852177,88532.4830334901,0.000699184131076349,0.0493093666675008
"181","VRT43",2012-01-12,NA,"Bright Angel Lower",NA,365,NA,11,"2012",NA,2009,0.363066854118034,0.0531700866448664,0.00484979940966203,199577.436752632,0.00038275597661211,0.0417919014063865
"182","VRT44",2012-01-27,NA,"Bright Angel Lower",NA,475,1115,14.5,"2012",98.008057780626,2008,0.405019526831689,0.0667757157677614,0.00579639907967645,219521.777984762,0.00185842085737579,0.0545312311533018
"183","VRT50",2012-11-01,NA,"Bright Angel Lower",NA,513,1530,20,"2012",107.088794586573,2007,0.381922025727709,0.0507070624396417,0.00396461519251296,96204.3740960947,0.00123181679194463,0.0451103174841723
"184","YOY01",2022-11-11,NA,"Bright Angel Upper","Bright Angel",115,14,0,"2022",81.9336737495333,2022,0.382859530007383,0.0790717826156774,0.0040958254975185,26020.7133623159,0.00150783595210637,0.0409865862217408
"185","YOY02",2022-11-11,NA,"Bright Angel Upper","Bright Angel",126,17,12.5,"2022",75.9192847434572,2022,0.436528878750416,0.0895511418701946,0.00500728024548443,58468.3735835526,0.00100277429496823,0.0454408782921609
"186","YOY03",2022-11-11,NA,"Bright Angel Upper",NA,136,15,0,"2022",53.4338036537977,2022,0.421657747685584,0.0742298287484301,0.00415319470472077,49261.3829575446,0.000740849599454456,0.0441980672487915
"187","YOY05",2022-11-18,NA,"Bright Angel Upper",NA,104,10,0,"2022",78.8099978532264,2022,0.465421199144648,0.0953112900320038,0.00391730300747603,68450.4136310083,0.000634619422444747,0.0559507280473116
"188","MGR11",2013-01-21,63.58,"LCR Confluence",NA,NA,NA,0,"2013",NA,2010,0.445317136479479,0.0854581501637872,0.00733588180717722,68699.5415427863,0.00132995837960248,0.0474357743992522
"189","MGR19",2013-01-18,63.5,"LCR Confluence",NA,NA,NA,0,"2013",NA,2010,0.404015271489991,0.0496426462228898,0.00404673478441557,67605.6770950694,0.000539763143110076,0.042898594195334
"190","MGR20",2013-04-11,60.5,"LCR Confluence",NA,348.15,NA,0,"2013",NA,2009,0.41507887700346,0.081534937891399,0.00567057433581453,70277.6152082752,0.000612306726295734,0.0432307521316821
"191","MGR21",2013-01-21,63.58,"LCR Confluence",NA,NA,NA,0,"2013",NA,2010,0.387014865076887,0.0576270455449703,0.00538268760931968,51809.4121995849,0.000611487357388393,0.0432332008006673
"192","MGR24",2014-01-15,60.1,"LCR Confluence",NA,323.67,NA,27,"2014",NA,2011,0.328085162261337,0.0551368068783702,0.00583213813322361,115489.062774222,0.000960408601875632,0.0346112041141484
"193","MSC19",2017-10-01,63.09,"LCR Confluence",NA,375,575,0,"2017",101.750204842527,2014,0.450219068415586,0.0569131741405577,0.00382931645726385,105850.224386393,0.00119850266642232,0.0447522727415629
"194","MSC41",2014-09-25,63.46,"LCR Confluence",NA,374.8081,NA,0,"2014",NA,2011,0.385750188359898,0.0308700543809671,0.00534464842188801,59777.9171230462,0.000817550478938792,0.0387309264466258
"195","MSC46",2014-07-04,63.44,"LCR Confluence",NA,409.3691,NA,11,"2014",NA,2011,0.392765074426616,0.0287402429935319,0.00471202342561817,48715.6074903807,0.000607375102522125,0.0335593229161938
"196","MSC49",2014-07-10,63.44,"LCR Confluence",NA,303.6531,314,9,"2014",NA,2012,0.497578834422235,0.0393424832477378,0.00294198215436623,27237.4887754568,0.00142747063111261,0.0321180892000337
"197","MSC51.2",2013-04-11,60.59,"LCR Confluence",NA,286.3726,258,0,"2013",NA,2011,0.46174568180794,0.062155042611324,0.0051750150710486,77701.3046591731,0.0109682386288791,0.0451355574968209
"198","MSC52",2013-04-13,63.9,"LCR Confluence",NA,304.6696,268,0,"2013",NA,2011,0.340015617544366,0.0387916806470826,0.00614487101037427,95116.1462748546,0.000741298075810143,0.0328861137321684
"199","MSC60",2013-04-15,63.75,"LCR Confluence",NA,307.7191,273,13.5,"2013",NA,2011,0.500911601493549,0.0663914898995731,0.00334024920340294,59125.6281854753,0.00213748453992128,0.0358069230142509
"200","MSC62",2013-04-13,63.53,"LCR Confluence",NA,312.8016,321,0,"2013",NA,2011,0.417257273707495,0.040825035684377,0.00241866821432768,39158.3527125577,0.00131327710608552,0.0276751585871418
"201","MSC63",2014-04-17,63.73,"LCR Confluence",NA,324.9996,318,17.5,"2014",NA,2012,0.391168638106678,0.0453430804225993,0.00384008102167657,111320.075826277,0.00089004694456619,0.0296633631325966
"202","MSC64",2013-04-11,60.12,"LCR Confluence",NA,313.8181,258,0,"2013",NA,2011,0.509090623253391,0.0738137625484479,0.00615657511305213,83782.8041796062,0.00147461750670819,0.0394958867363079
"203","MSC66",2013-04-14,64.03,"LCR Confluence",NA,272.1416,NA,0,"2013",NA,2011,0.358145308365342,0.049721913317646,0.0041591593424224,46653.7637839255,0.00110133755110389,0.0378840158293668
"204","MSC14",2020-12-08,NA,"Shinumo",NA,327,NA,32,"2020",NA,2017,0.445329200545541,0.0535389462333716,0.00282160990428763,82711.1525946867,0.00605067432624387,0.0658226826756671
